712,2007-08-22,2007-10-29
706,2007-08-02,2008-01-16
697,2007-06-13,2007-06-13
694,2007-06-06,2007-06-13
690,2007-05-25,2008-01-16
688,2007-05-23,2007-06-21
684,2007-04-29,2007-06-21
682,2007-04-29,2007-06-06
679,2007-04-13,2007-04-13
673,2007-02-28,2007-06-21
668,2007-01-16,2007-04-06
665,2006-12-07,2007-04-04
659,2006-11-09,2006-12-01
657,2006-10-27,2006-10-28
648,2006-07-16,2006-12-26
647,2006-07-13,2006-08-06
639,2006-07-03,2006-12-26
637,2006-06-29,2006-12-06
634,2006-06-19,2006-12-26
627,2006-06-05,2006-06-05
626,2006-06-05,2006-06-05
617,2006-04-27,2006-10-27
616,2006-04-24,2007-01-23
613,2006-04-16,2006-12-26
612,2006-04-16,2006-12-26
609,2006-04-11,2006-12-26
607,2006-04-08,2006-12-26
606,2006-04-08,2006-12-26
605,2006-04-08,2007-01-23
604,2006-04-07,2007-01-23
600,2006-04-05,2006-12-26
599,2006-04-05,2006-12-06
589,2006-03-08,2007-01-17
582,2006-02-27,2006-03-01
577,2006-02-14,2006-02-15
576,2006-02-13,2007-01-17
561,2006-01-20,2006-11-08
560,2006-01-20,2006-11-08
559,2006-01-18,2006-01-20
555,2006-01-13,2006-10-27
552,2005-12-26,2007-01-24
545,2005-11-23,2006-11-08
544,2005-11-23,2005-11-28
543,2005-11-22,2006-07-31
542,2005-11-17,2006-01-20
539,2005-11-07,2007-01-24
523,2005-09-09,2007-03-20
518,2005-07-24,2005-08-31
514,2005-07-05,2005-10-14
494,2005-05-18,2007-01-24
492,2005-05-06,2006-12-07
490,2005-05-06,2005-10-14
477,2005-04-21,2005-05-11
464,2005-03-18,2007-01-16
460,2005-03-11,2005-10-18
459,2005-03-10,2007-01-17
458,2005-03-10,2007-07-25
457,2005-03-09,2005-09-12
455,2005-02-27,2006-01-20
437,2004-12-14,2005-02-14
434,2004-12-04,2007-01-17
431,2004-11-29,2004-12-04
428,2004-11-03,2004-11-03
427,2004-11-01,2004-12-09
426,2004-11-01,2007-01-16
425,2004-10-25,2004-10-25
424,2004-10-24,2006-02-15
423,2004-10-18,2007-01-24
415,2004-10-04,2007-01-31
412,2004-09-27,2004-12-03
410,2004-09-27,2007-07-24
407,2004-09-27,2005-10-14
406,2004-09-18,2004-09-27
405,2004-09-16,2004-11-30
404,2004-09-12,2004-09-27
403,2004-09-09,2004-10-02
402,2004-09-06,2005-03-14
398,2004-08-16,2004-10-04
392,2004-08-05,2004-10-13
390,2004-08-04,2004-10-15
388,2004-07-30,2005-02-25
380,2004-07-13,2004-07-18
379,2004-07-13,2004-07-18
378,2004-07-07,2004-10-13
377,2004-07-05,2004-07-21
376,2004-07-05,2006-01-20
374,2004-07-02,2004-07-28
373,2004-07-01,2005-10-14
369,2004-06-06,2004-07-28
368,2004-06-03,2004-10-13
366,2004-05-27,2004-06-29
364,2004-05-13,2004-10-13
359,2004-04-18,2006-12-06
357,2004-04-07,2004-10-13
356,2004-04-01,2007-01-16
353,2004-03-25,2007-04-04
352,2004-03-23,2006-01-20
351,2004-03-22,2004-03-23
349,2004-03-22,2006-12-07
348,2004-03-22,2005-10-10
346,2004-03-22,2004-07-19
344,2004-03-17,2004-10-13
340,2004-03-11,2004-10-13
339,2004-03-05,2005-10-10
336,2004-03-01,2007-04-04
335,2004-02-27,2004-10-13
334,2004-02-27,2005-09-19
332,2004-02-24,2004-07-19
329,2004-02-20,2004-10-13
328,2004-02-18,2004-10-13
325,2004-02-17,2004-10-13
319,2004-01-05,2006-12-07
318,2004-01-05,2004-10-13
312,2003-12-29,2005-09-19
311,2003-12-29,2007-01-16
307,2003-12-24,2007-01-30
305,2003-12-18,2004-10-13
304,2003-12-17,2004-01-05
303,2003-12-15,2004-10-13
301,2003-12-09,2007-01-17
298,2003-11-28,2004-01-05
297,2003-11-18,2004-01-05
294,2003-11-11,2004-07-21
293,2003-11-09,2004-10-13
289,2003-10-21,2004-10-13
288,2003-10-21,2007-07-25
287,2003-10-21,2005-02-25
285,2003-10-14,2006-12-07
283,2003-10-08,2004-10-13
281,2003-09-27,2004-01-05
280,2003-09-27,2004-01-05
279,2003-09-27,2004-01-05
277,2003-09-27,2004-01-05
275,2003-09-27,2006-02-15
274,2003-09-25,2004-01-05
271,2003-09-12,2003-12-15
270,2003-09-11,2004-01-05
263,2003-08-28,2004-10-13
261,2003-08-26,2003-12-15
260,2003-08-26,2003-12-15
258,2003-08-26,2004-10-13
257,2003-08-26,2004-10-13
255,2003-08-26,2004-10-13
252,2003-08-26,2004-10-13
251,2003-08-25,2004-07-28
250,2003-08-25,2004-01-05
248,2003-08-22,2003-10-10
244,2003-08-15,2004-10-13
243,2003-08-13,2003-08-18
242,2003-08-11,2007-01-16
240,2003-08-05,2004-10-13
239,2003-08-05,2003-12-15
238,2003-08-05,2003-08-16
236,2003-08-05,2003-08-16
235,2003-08-05,2003-08-17
232,2003-07-21,2003-10-10
227,2003-07-12,2007-07-25
226,2003-07-10,2004-10-13
225,2003-07-10,2003-12-15
224,2003-07-08,2004-05-16
223,2003-07-07,2004-01-07
218,2003-07-02,2003-10-10
216,2003-07-02,2004-07-21
213,2003-07-02,2004-10-13
212,2003-07-02,2004-10-13
211,2003-07-02,2004-10-13
210,2003-06-29,2004-01-06
208,2003-06-27,2004-10-13
207,2003-06-23,2007-09-18
203,2003-06-04,2004-10-13
201,2003-06-04,2003-12-15
200,2003-05-29,2004-05-16
199,2003-05-27,2004-10-13
194,2003-05-21,2004-10-13
193,2003-05-15,2004-03-04
192,2003-05-14,2003-09-09
191,2003-05-06,2004-10-13
190,2003-05-05,2003-07-06
188,2003-04-30,2004-10-13
187,2003-04-29,2003-10-10
186,2003-04-29,2003-12-15
185,2003-04-29,2003-10-10
180,2003-04-09,2004-08-25
178,2003-04-07,2004-01-08
177,2003-04-07,2003-10-10
176,2003-04-03,2003-12-15
173,2003-03-30,2003-10-10
172,2003-03-30,2005-02-25
171,2003-03-30,2003-08-17
170,2003-03-30,2003-12-15
169,2003-03-30,2004-07-21
166,2003-03-11,2003-04-01
163,2003-03-03,2006-12-07
160,2003-02-25,2003-03-15
157,2003-02-17,2003-12-15
156,2003-02-17,2004-01-07
154,2003-02-17,2005-10-10
153,2003-02-15,2003-08-17
149,2003-02-11,2003-02-17
148,2003-02-10,2005-01-24
147,2003-02-10,2006-12-07
146,2003-02-07,2003-10-10
145,2003-02-07,2007-04-20
144,2003-02-06,2003-03-15
143,2003-02-06,2003-12-15
142,2003-02-05,2005-01-24
140,2003-01-30,2004-10-13
138,2003-01-27,2003-02-19
137,2003-01-26,2003-02-18
136,2003-01-26,2003-02-18
135,2003-01-26,2003-02-18
134,2003-01-24,2004-10-13
133,2003-01-22,2004-10-13
132,2003-01-21,2003-08-17
129,2003-01-19,2003-10-10
128,2003-01-16,2003-07-21
123,2003-01-04,2007-01-23
122,2003-01-03,2003-03-15
121,2003-01-02,2004-10-13
119,2002-12-31,2004-05-03
116,2002-12-23,2003-03-15
115,2002-12-23,2004-10-13
114,2002-12-20,2005-02-25
113,2002-12-20,2003-03-15
110,2002-12-20,2003-12-15
109,2002-12-20,2004-10-13
108,2002-12-20,2004-05-03
107,2002-12-20,2003-03-15
106,2002-12-20,2003-02-17
105,2002-12-20,2003-02-14
103,2002-12-20,2003-02-18
102,2002-12-20,2003-08-17
101,2002-12-20,2003-02-14
99,2002-12-20,2003-02-18
98,2002-12-20,2007-01-23
95,2002-12-20,2003-12-15
94,2002-12-20,2003-03-15
93,2002-12-20,2003-12-15
92,2002-12-20,2004-10-13
91,2002-12-20,2003-12-15
89,2002-12-20,2003-03-15
88,2002-12-20,2003-03-15
87,2002-12-20,2004-07-21
84,2002-12-20,2004-10-13
83,2002-12-20,2004-01-08
82,2002-12-20,2003-12-15
81,2002-12-20,2005-10-14
77,2002-12-20,2003-12-15
76,2002-12-20,2003-03-15
75,2002-12-20,2003-12-15
72,2002-12-20,2003-12-15
70,2002-12-10,2003-12-15
69,2002-11-29,2002-12-05
67,2002-11-08,2004-10-13
66,2002-11-07,2004-07-28
65,2002-11-01,2003-09-09
64,2002-11-01,2002-12-05
62,2002-10-13,2003-02-18
59,2002-10-01,2002-12-10
58,2002-10-01,2002-10-02
54,2002-09-21,2002-10-02
53,2002-09-18,2002-10-28
52,2002-09-13,2003-03-15
51,2002-09-13,2002-10-31
50,2002-09-13,2004-10-13
49,2002-09-04,2002-09-06
47,2002-08-18,2003-08-17
46,2002-08-13,2004-10-13
45,2002-07-07,2002-12-02
43,2002-06-24,2003-03-15
42,2002-06-08,2002-07-27
41,2002-06-04,2002-06-15
40,2002-05-27,2003-07-03
39,2002-05-13,2002-05-28
37,2002-05-08,2002-05-25
35,2002-03-17,2002-09-06
34,2002-02-28,2003-02-18
33,2002-02-28,2003-12-15
32,2002-02-21,2002-02-22
31,2002-01-26,2002-01-26
29,2002-01-13,2002-01-19
28,2002-01-13,2002-01-19
27,2002-01-13,2002-01-18
26,2002-01-10,2002-05-25
25,2002-01-08,2002-02-04
24,2002-01-03,2002-02-16
23,2001-12-31,2002-02-16
20,2001-11-10,2001-11-14
18,2001-11-01,2001-11-01
15,2001-10-18,2002-01-30
14,2001-10-17,2001-12-05
13,2001-10-12,2002-03-20
12,2001-10-12,2002-09-15
9,2001-10-02,2001-12-31
8,2001-10-02,2002-02-16
7,2001-10-02,2002-02-16
6,2001-10-02,2001-11-15
5,2001-10-02,2004-10-13
4,2001-10-02,2002-09-06
2,2001-09-28,2002-09-06
1,2001-09-20,2001-11-10
